MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,21.2560000,-0.0636848,0.3450925,-0.2619235
MsgID.LOCAL_VELOCITY,21.2560000,0.0000199,-0.0000022,0.0000152
MsgID.GLOBAL_POSITION,0.0000000,-122.3974494,37.7924798,0.2610000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,21.5050000,-0.0446738,0.4787173,-0.2467873
MsgID.LOCAL_VELOCITY,21.5050000,0.0000067,-0.0000025,0.0000153
MsgID.GLOBAL_POSITION,0.0000000,-122.3974479,37.7924800,0.2460000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974489,37.7924809,0.2230000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,21.7560000,0.0551407,0.3847849,-0.2235848
MsgID.LOCAL_VELOCITY,21.7560000,0.0000161,-0.0000074,0.0000191
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974492,37.7924809,0.1890000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,22.0060000,0.0530977,0.3572453,-0.1896994
MsgID.LOCAL_VELOCITY,22.0060000,-0.0000149,-0.0000259,0.0000198
MsgID.GLOBAL_POSITION,0.0000000,-122.3974505,37.7924800,0.1560000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,22.2560000,-0.0500487,0.2483957,-0.1569578
MsgID.LOCAL_VELOCITY,22.2560000,-0.0000056,-0.0000342,0.0000184
MsgID.GLOBAL_POSITION,0.0000000,-122.3974511,37.7924799,0.1190000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,22.5060000,-0.0522961,0.1900005,-0.1199465
MsgID.LOCAL_VELOCITY,22.5060000,0.0000165,0.0000006,0.0000161
MsgID.GLOBAL_POSITION,0.0000000,-122.3974499,37.7924803,0.0920000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,22.7560000,-0.0154615,0.3022394,-0.0921194
MsgID.LOCAL_VELOCITY,22.7560000,-0.0000115,0.0000074,0.0000125
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974514,37.7924815,0.0730000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,23.0060000,0.1215286,0.1658342,-0.0731091
MsgID.LOCAL_VELOCITY,23.0060000,-0.0000020,0.0000046,0.0000132
MsgID.GLOBAL_POSITION,0.0000000,-122.3974492,37.7924813,0.0720000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,23.2560000,0.0936712,0.3571169,-0.0724151
MsgID.LOCAL_VELOCITY,23.2560000,0.0000104,0.0000009,0.0000180
MsgID.GLOBAL_POSITION,0.0000000,-122.3974490,37.7924805,0.0900000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,23.5060000,0.0069087,0.3788580,-0.0903927
MsgID.LOCAL_VELOCITY,23.5060000,0.0000095,-0.0000060,0.0000170
MsgID.GLOBAL_POSITION,0.0000000,-122.3974500,37.7924804,0.1180000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,23.7560000,-0.0035968,0.2936465,-0.1185768
MsgID.LOCAL_VELOCITY,23.7560000,0.0000161,-0.0000256,0.0000148
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974499,37.7924789,0.1560000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,24.0060000,-0.1716430,0.2966583,-0.1566822
MsgID.LOCAL_VELOCITY,24.0060000,0.0000063,-0.0000070,0.0000191
MsgID.GLOBAL_POSITION,0.0000000,-122.3974494,37.7924795,0.1860000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,24.2560000,-0.1064513,0.3405258,-0.1867135
MsgID.LOCAL_VELOCITY,24.2560000,-0.0000089,-0.0000396,0.0000127
MsgID.GLOBAL_POSITION,0.0000000,-122.3974492,37.7924803,0.2080000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,24.5060000,-0.0184722,0.3565113,-0.2082094
MsgID.LOCAL_VELOCITY,24.5060000,0.0000129,-0.0000024,0.0000154
MsgID.GLOBAL_POSITION,0.0000000,-122.3974497,37.7924799,0.2100000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,24.7560000,-0.0521021,0.3158568,-0.2106801
MsgID.LOCAL_VELOCITY,24.7560000,0.0000154,0.0000005,0.0000178
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974499,37.7924799,0.1930000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,25.0060000,-0.0526399,0.2963665,-0.1935198
MsgID.LOCAL_VELOCITY,25.0060000,0.0000029,-0.0000026,0.0000151
MsgID.GLOBAL_POSITION,0.0000000,-122.3974487,37.7924796,0.1630000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,25.2570000,-0.0866785,0.4038607,-0.1637368
MsgID.LOCAL_VELOCITY,25.2570000,0.0000219,-0.0000033,0.0000194
MsgID.GLOBAL_POSITION,0.0000000,-122.3974497,37.7924805,0.1180000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,25.5060000,0.0075767,0.3148270,-0.1184452
MsgID.LOCAL_VELOCITY,25.5060000,0.0000150,0.0000018,0.0000200
MsgID.GLOBAL_POSITION,0.0000000,-122.3974515,37.7924816,0.0740000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,25.7560000,0.1324259,0.1532356,-0.0740967
MsgID.LOCAL_VELOCITY,25.7560000,0.0000253,0.0000055,0.0000209
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974503,37.7924805,0.0240000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,26.0070000,0.0141815,0.2622896,-0.0249604
MsgID.LOCAL_VELOCITY,26.0070000,-0.0000198,0.0000178,0.0000188
MsgID.LOCAL_POSITION,26.2570000,-0.1342914,0.4324209,0.0112700
MsgID.LOCAL_VELOCITY,26.2570000,0.0000154,0.0000091,0.0000180
MsgID.GLOBAL_POSITION,0.0000000,-122.3974484,37.7924792,-0.0110000
